2000-08-01,106.52100000000000
2000-09-01,107.13500000000000
2000-10-01,107.72800000000000
2000-11-01,108.29100000000000
2000-12-01,108.79200000000000
2001-01-01,109.21500000000000
2001-02-01,109.64300000000000
2001-03-01,110.39400000000000
2001-04-01,111.24800000000000
2001-05-01,112.20300000000000
2001-06-01,113.27300000000000
2001-07-01,114.22900000000000
2001-08-01,114.99000000000000
2001-09-01,115.46700000000000
2001-10-01,115.68200000000000
2001-11-01,115.83900000000000
2001-12-01,116.05600000000000
2002-01-01,116.43800000000000
2002-02-01,116.91800000000000
2002-03-01,117.93100000000000
2002-04-01,119.21100000000000
2002-05-01,120.79000000000000
2002-06-01,122.33400000000000
2002-07-01,123.68700000000000
2002-08-01,124.72900000000000
2002-09-01,125.49300000000000
2002-10-01,126.13500000000000
2002-11-01,126.64100000000000
2002-12-01,127.15000000000000
2003-01-01,127.65200000000000
2003-02-01,128.32700000000000
2003-03-01,129.31000000000000
2003-04-01,130.49000000000000
2003-05-01,131.84100000000000
2003-06-01,133.22600000000000
2003-07-01,134.64700000000000
2003-08-01,135.96500000000000
2003-09-01,137.07700000000000
2003-10-01,137.97800000000000
2003-11-01,138.76900000000000
2003-12-01,139.63100000000000
2004-01-01,140.70900000000000
2004-02-01,142.03200000000000
2004-03-01,144.08200000000000
2004-04-01,146.18100000000000
2004-05-01,148.33500000000000
2004-06-01,150.51900000000000
2004-07-01,152.33800000000000
2004-08-01,153.81500000000000
2004-09-01,155.11000000000000
2004-10-01,156.30100000000000
2004-11-01,157.49900000000000
2004-12-01,158.67400000000000
2005-01-01,160.13500000000000
2005-02-01,161.93000000000000
2005-03-01,164.58200000000000
2005-04-01,167.00300000000000
2005-05-01,169.54700000000000
2005-06-01,172.01600000000000
2005-07-01,174.09700000000000
2005-08-01,175.92300000000000
2005-09-01,177.61200000000000
2005-10-01,178.75500000000000
2005-11-01,179.67900000000000
2005-12-01,180.11300000000000
2006-01-01,180.83300000000000
2006-02-01,181.50500000000000
2006-03-01,182.75300000000000
2006-04-01,183.65100000000000
2006-05-01,184.38200000000000
2006-06-01,184.55000000000000
2006-07-01,184.61200000000000
2006-08-01,184.41000000000000